GovEntityID,Entity_Name,ParentEntityName,YEAR,Population,Tot_Rev,Police_Exp,Health_Exp,Housing_Exp,Tot_Exp,Tot_Exp2
100,Ada,Norman,2018,1672,2078154,401198,0,34504,2203715,2741253
101,Adams,Mower,2018,798,977299,104121,54003,0,623987,1025811
102,Adrian,Nobles,2018,1256,1315370,201034,0,16997,830540,1231449
103,Afton,Washington,2018,3024,3930667,188390,0,0,1421383,4365792
104,Aitkin,Aitkin,2018,2123,5143816,787715,0,395125,2780344,5642846
105,Akeley,Hubbard,2018,451,359793,66088,0,0,362582,400820
106,Albany,Stearns,2018,2712,2490137,465557,0,0,1500391,2667056
107,Albert Lea,Freeborn,2018,18165,21973487,3596292,0,214251,15893976,26411839
108,Alberta,Stevens,2018,111,116576,0,0,0,76386,106211
109,Albertville,Wright,2018,7485,6114083,735840,0,31757,3410975,5554531
110,Alden,Freeborn,2018,624,593796,15274,,,317233,571270
111,Aldrich,Wadena,2018,42,25750,0,0,0,17903,17903
112,Alexandria,Douglas,2018,13951,17249915,3128414,0,640746,11652296,20086517
113,Alpha,Jackson,2018,110,157893,0,0,0,110523,125592
114,Altura,Winona,2018,466,394443,0,0,0,261172,301548
115,Alvarado,Marshall,2018,366,305160,,,20549,285026,343117
116,Amboy,Blue Earth,2018,510,640575,108605,0,0,387230,517712
117,Andover,Anoka,2018,32728,19267296,3053526,0,0,12999992,19603439
118,Annandale,Wright,2018,3374,3067579,661486,0,19816,1902488,3224750
119,Anoka,Anoka,2018,18573,15727871,5172543,0,162353,12840097,20106796
120,Apple Valley,Dakota,2018,53429,43134707,9411246,0,727366,31250801,40792688
121,Appleton,Swift,2018,1356,3136020,391775,0,0,2058909,3061833
122,Arco,Lincoln,2018,75,95732,0,0,5000,75749,78249
123,Arden Hills,Ramsey,2018,9889,7222675,1227131,0,231585,4811062,10757975
124,Argyle,Marshall,2018,650,716029,,,,465825,645941
125,Arlington,Sibley,2018,2230,2520002,313633,0,0,1684917,2928296
126,Ashby,Grant,2018,448,573183,34105,,17058,399828,530445
127,Askov,Pine,2018,349,345080,0,0,0,252569,314434
128,Atwater,Kandiyohi,2018,1127,982843,100328,0,0,647738,824660
129,Audubon,Becker,2018,532,734305,49183,0,0,537905,844158
130,Aurora,Saint Louis,2018,1670,2921027,370140,0,50192,2281724,2782029
131,Austin,Mower,2018,25589,23841178,4757597,0,0,16378834,22258904
132,Avoca,Murray,2018,138,81759,1430,,,78966,115160
133,Avon,Stearns,2018,1639,1985401,376392,0,26042,1355819,1800963
134,Babbitt,Saint Louis,2018,1454,2919985,589816,,,2200835,3494220
135,Backus,Cass,2018,250,731978,16640,,,801284,1158980
136,Badger,Roseau,2018,362,373963,0,0,0,242525,331485
137,Bagley,Clearwater,2018,1421,2224242,281329,0,16263,1323131,2058846
138,Balaton,Lyon,2018,630,935339,67006,35138,1281,620815,1130595
139,Barnesville,Clay,2018,2666,2929960,623002,0,53935,2794686,3682019
140,Barnum,Carlton,2018,605,639309,631,0,0,408071,741388
141,Barrett,Grant,2018,414,399815,35624,0,0,446328,450717
142,Barry,Big Stone,2018,13,18312,,,,21155,21155
143,Battle Lake,Otter Tail,2018,936,1008362,249447,0,45787,802680,893446
144,Baudette,Lake of The Woods,2018,1069,1707793,248420,0,650000,2049636,2409695
145,Baxter,Crow Wing,2018,8478,17666244,1823279,0,354353,8641912,24876281
146,Bayport,Washington,2018,3893,3782476,880404,0,54440,2933757,3329726
147,Beardsley,Big Stone,2018,216,157583,0,0,0,113964,314924
148,Beaver Bay,Lake,2018,180,385560,0,0,0,257210,272722
149,Beaver Creek,Rock,2018,286,230407,10052,0,0,293591,341705
150,Becker,Sherburne,2018,4856,8070813,903790,0,0,5307459,8358096
151,Bejou,Mahnomen,2018,93,39448,0,0,0,47686,57507
152,Belgrade,Stearns,2018,762,1106200,225232,,,604875,1285891
153,Belle Plaine,Scott,2018,7408,7663951,1507300,0,1000,4090024,9004329
154,Bellechester,Goodhue,2018,170,121813,5540,0,0,113295,188748
155,Bellingham,Lac qui Parle,2018,150,210502,,,,131019,215311
156,Beltrami,Polk,2018,97,65380,0,0,0,79339,87794
157,Belview,Redwood,2018,362,333267,0,0,0,281679,283429
158,Bemidji,Beltrami,2018,15462,15672871,4289518,0,0,12369591,17750585
159,Bena,Cass,2018,122,26348,,,,32117,32117
160,Benson,Swift,2018,3156,24018218,935360,0,112792,3153813,4152088
161,Bertha,Todd,2018,486,415695,59150,0,14526,338695,395356
162,Bethel,Anoka,2018,505,585138,42440,0,0,293204,409647
163,Big Falls,Koochiching,2018,210,426173,,,,257499,460659
164,Big Lake,Sherburne,2018,11456,8278501,1782105,0,0,4678171,10189464
165,Bigelow,Nobles,2018,234,198888,7280,0,0,112042,112042
166,Bigfork,Itasca,2018,439,774966,,,22456,361181,764770
167,Bingham Lake,Cottonwood,2018,128,146809,,,,94008,94008
168,Birchwood,Washington,2018,876,466108,51958,,,395350,426267
169,Bird Island,Renville,2018,989,1083049,165688,,,811550,1842239
170,Biscay,McLeod,2018,103,55904,0,0,0,47501,47501
171,Biwabik,Saint Louis,2018,995,1548837,338170,0,0,1627255,4885507
172,Blackduck,Beltrami,2018,840,724122,177653,0,0,590652,709319
173,Blaine,Anoka,2018,66667,44307133,10894520,0,0,31550223,52377163
174,Blomkest,Kandiyohi,2018,149,178661,0,0,0,122471,191278
175,Blooming Prairie,Steele,2018,1992,1814915,417580,0,0,1357816,1818086
176,Bloomington,Hennepin,2018,89654,148306791,25766677,6357652,15017640,102460002,140686199
177,Blue Earth,Faribault,2018,3204,6246940,609702,0,18426,3754175,10151968
178,Bluffton,Otter Tail,2018,216,176999,0,0,0,104065,113905
179,Bock,Mille Lacs,2018,108,58899,,,,40181,40181
180,Borup,Norman,2018,104,59943,,,,37417,42636
181,Bovey,Itasca,2018,796,1091267,239072,0,0,865958,1065539
182,Bowlus,Morrison,2018,287,257579,0,0,0,140699,215913
184,Boyd,Lac qui Parle,2018,155,261333,16310,0,0,195331,204481
185,Braham,Isanti,2018,1804,2058591,523940,0,0,1413312,2096394
186,Brainerd,Crow Wing,2018,13732,20483911,3680728,0,376488,14104123,20968400
187,Brandon,Douglas,2018,495,535030,,,,302562,507923
188,Breckenridge,Wilkin,2018,3298,3803998,859472,0,0,2758811,4201637
189,Breezy Point,Crow Wing,2018,2485,2882097,743993,,,1882711,2215908
190,Brewster,Nobles,2018,481,551773,7272,0,2964,349440,594775
191,Bricelyn,Faribault,2018,346,384976,12000,0,0,220358,326412
192,Brook Park,Pine,2018,126,82590,,,,106745,106745
193,Brooklyn Center,Hennepin,2018,32299,36434418,8718540,0,0,22964072,36805054
194,Brooklyn Park,Hennepin,2018,81679,73198700,22393731,0,909664,56593873,70169194
195,Brooks,Red Lake,2018,136,90889,3375,,,53585,53585
196,Brookston,Saint Louis,2018,124,50209,0,0,0,57966,57966
197,Brooten,Stearns,2018,747,1826347,81998,0,0,472974,2316471
198,Browerville,Todd,2018,789,706684,27300,0,0,396304,3337710
199,Browns Valley,Traverse,2018,559,993400,146687,,,842134,933128
200,Brownsdale,Mower,2018,683,516686,39660,,,374387,564736
201,Brownsville,Houston,2018,489,320117,0,0,43238,252571,429296
202,Brownton,McLeod,2018,717,1026314,162600,0,0,1110794,4437274
203,Bruno,Pine,2018,98,94246,,,,72578,72578
204,Buckman,Morrison,2018,299,104514,,,,59070,59070
205,Buffalo,Wright,2018,16479,13203539,2240488,0,190395,9377157,14274038
206,Buffalo Lake,Renville,2018,674,1837799,185155,0,0,713932,4833849
207,Buhl,Saint Louis,2018,980,1139820,58390,0,0,845645,976941
208,Burnsville,Dakota,2018,62657,57162909,14373574,0,0,38551491,58428257
209,Burtrum,Todd,2018,138,78872,5040,0,0,46697,54856
210,Butterfield,Watonwan,2018,572,419345,0,0,0,330429,452094
211,Byron,Olmsted,2018,5770,4946003,341187,0,0,1961656,5917849
212,Caledonia,Houston,2018,2824,2595721,629109,0,11558,2193848,3722794
213,Callaway,Becker,2018,231,572280,66919,,,414891,414891
214,Calumet,Itasca,2018,348,353142,0,0,0,358520,422748
215,Cambridge,Isanti,2018,8977,10501782,1957849,0,460736,7562014,12450698
216,Campbell,Wilkin,2018,141,174682,3928,0,0,93968,128874
217,Canby,Yellow Medicine,2018,1723,2742316,274409,0,211270,1732020,2957297
218,Cannon Falls,Goodhue,2018,4119,5628626,1025029,0,0,4019369,7718766
219,Canton,Fillmore,2018,349,283469,24000,0,0,316763,321919
220,Carlos,Douglas,2018,499,482537,14178,,,255059,715392
221,Carlton,Carlton,2018,979,921259,6865,,19829,505925,767551
222,Carver,Carver,2018,4727,4780354,183781,0,0,2714228,6283205
223,Cass Lake,Cass,2018,760,875406,253000,0,0,672849,735989
224,Cedar Mills,Meeker,2018,43,32126,0,0,0,18008,18008
225,Center City,Chisago,2018,622,618932,29238,0,0,267634,804979
226,Centerville,Anoka,2018,4047,3826967,876794,0,0,2350004,5425842
227,Ceylon,Martin,2018,338,314312,0,0,0,257268,276284
228,Champlin,Hennepin,2018,23927,22828078,3891397,0,0,17498502,25556594
229,Chandler,Murray,2018,255,271042,2610,0,0,193126,205947
230,Chanhassen,Carver,2018,26266,17392498,1780646,0,0,13213407,24317762
231,Chaska,Carver,2018,27622,27197021,4266729,0,0,23835227,36662986
232,Chatfield,Fillmore,2018,2881,3721883,569092,,,3218137,5725196
233,Chickamaw Beach,Cass,2018,113,49692,3522,,,29926,72119
234,Chisago City,Chisago,2018,5414,5750785,690837,0,0,2376615,5634707
235,Chisholm,Saint Louis,2018,4937,7957972,1451583,0,0,4880347,6785862
236,Chokio,Stevens,2018,389,436352,0,0,0,291342,480355
237,Circle Pines,Anoka,2018,5076,4870087,1028712,0,0,2580025,9391241
238,Clara City,Chippewa,2018,1318,2431798,212374,,,1068105,3554877
239,Claremont,Dodge,2018,535,895172,63103,,,788182,995617
240,Clarissa,Todd,2018,663,1694958,14025,0,0,309355,4119706
241,Clarkfield,Yellow Medicine,2018,812,1233888,96720,32173,0,846411,1777773
242,Clarks Grove,Freeborn,2018,679,1299433,,,,537010,2193017
243,Clear Lake,Sherburne,2018,619,768487,,,,515645,651113
244,Clearbrook,Clearwater,2018,520,625792,138436,0,0,634208,806609
245,Clearwater,Wright,2018,1796,1880480,215774,,,1179612,2049407
246,Clements,Redwood,2018,140,150084,0,0,0,99687,143074
247,Cleveland,Le Sueur,2018,735,780106,105394,0,0,447899,634170
248,Climax,Polk,2018,267,1100237,14223,,570,190101,2465965
249,Clinton,Big Stone,2018,419,653698,,,,691460,715258
250,Clitherall,Otter Tail,2018,115,43699,0,0,0,29127,29127
251,Clontarf,Swift,2018,150,163528,,,,136382,152485
252,Cloquet,Carlton,2018,12347,10626182,3027653,0,224518,7093915,16534537
253,Coates,Dakota,2018,168,77798,0,0,0,42395,42395
254,Cobden,Brown,2018,30,14975,0,0,0,14412,14412
255,Cohasset,Itasca,2018,2738,3926922,19614,0,0,2012647,2841111
256,Cokato,Wright,2018,2762,2655939,324494,0,0,2091569,3104656
257,Cold Spring,Stearns,2018,4201,4193456,1192738,0,11763,2638310,4144527
258,Coleraine,Itasca,2018,1947,2082304,268604,0,33949,1361979,1733719
259,Cologne,Carver,2018,1841,2113052,49495,0,0,1331193,4859845
260,Columbia Heights,Anoka,2018,20840,18674165,4454100,0,3439,15769088,19420484
954,Columbus,Anoka,2018,3950,5676105,361414,0,0,2248518,6534704
261,Comfrey,Brown,2018,353,704148,57226,,,531703,667693
262,Comstock,Clay,2018,92,44346,,,,31720,31720
263,Conger,Freeborn,2018,134,156829,,,,81755,110824
264,Cook,Saint Louis,2018,547,1732390,8755,,,1064350,1581352
265,Coon Rapids,Anoka,2018,63899,50411119,10027415,0,1420361,35493618,50291829
266,Corcoran,Hennepin,2018,5831,9925104,1383249,0,0,4415555,8514513
267,Correll,Big Stone,2018,30,27917,170,0,0,21423,21423
268,Cosmos,Meeker,2018,453,701283,36117,0,0,457468,975733
269,Cottage Grove,Washington,2018,37341,39498442,7366607,0,25579,22065494,48412725
270,Cottonwood,Lyon,2018,1237,1395515,90284,0,9544,754799,1487571
271,Courtland,Nicollet,2018,666,346472,,,,213401,384295
272,Cromwell,Carlton,2018,240,445589,0,0,0,367224,408665
273,Crookston,Polk,2018,8021,9648703,2070386,0,22632,8098481,10273397
274,Crosby,Crow Wing,2018,2360,3955379,795853,,153996,3099206,3775651
275,Crosslake,Crow Wing,2018,2275,4384037,583720,0,0,2434222,4337216
276,Crystal,Hennepin,2018,23287,21359827,5642438,0,0,15388442,20487895
277,Currie,Murray,2018,223,263521,2260,0,0,210056,421780
278,Cuyuna,Crow Wing,2018,341,601412,30141,0,0,207841,451659
279,Cyrus,Pope,2018,289,252188,11996,,,175022,206085
280,Dakota,Winona,2018,302,219325,0,0,0,163264,183225
281,Dalton,Otter Tail,2018,250,4180466,0,0,4365,305147,6064346
282,Danube,Renville,2018,461,691976,112786,,,476124,562776
283,Danvers,Swift,2018,95,145053,0,0,0,124052,150289
284,Darfur,Watonwan,2018,102,331845,0,0,0,139203,363813
285,Darwin,Meeker,2018,355,186573,0,0,0,110089,289975
286,Dassel,Meeker,2018,1470,1512044,211503,0,0,1022222,1528022
287,Dawson,Lac qui Parle,2018,1455,2223220,323671,0,0,1552619,2039209
288,Dayton,Hennepin,2018,6072,8916885,1039212,0,2519,3670101,8501327
289,De Graff,Swift,2018,119,60909,0,0,0,70598,79403
290,Deephaven,Hennepin,2018,3878,3692315,883371,,,3009088,3764229
291,Deer Creek,Otter Tail,2018,325,231401,20912,,,176996,220554
292,Deer River,Itasca,2018,925,1445037,464181,0,8465,1208105,2790952
293,Deerwood,Crow Wing,2018,535,1066842,258240,,,1133172,1229489
294,Delano,Wright,2018,6187,8258600,439539,0,72422,4292484,7804351
295,Delavan,Faribault,2018,165,409051,0,0,0,205726,399137
296,Delhi,Redwood,2018,65,55920,0,0,0,26698,39017
297,Dellwood,Washington,2018,1135,722425,64651,0,0,400354,1189714
298,Denham,Pine,2018,37,22401,0,0,0,21853,21853
299,Dennison,Goodhue,2018,213,180153,7275,0,0,115717,243797
300,Dent,Otter Tail,2018,187,296650,,,,195420,231733
301,Detroit Lakes,Becker,2018,9475,18228532,1883224,0,0,7945735,23364665
302,Dexter,Mower,2018,341,217706,0,0,0,214771,299164
303,Dilworth,Clay,2018,4514,4161020,959482,0,0,2238249,12388724
304,Dodge Center,Dodge,2018,2764,3425076,269205,0,0,1932617,3275254
305,Donaldson,Kittson,2018,36,49526,,,,29343,29343
306,Donnelly,Stevens,2018,224,187106,,,,99087,148883
307,Doran,Wilkin,2018,40,40989,1581,,,25096,25687
308,Dover,Olmsted,2018,759,604094,37456,0,0,317173,771307
309,Dovray,Murray,2018,55,79809,550,0,14162,72874,83446
310,Duluth,Saint Louis,2018,87213,141793999,23804581,0,981401,112685623,155354705
311,Dumont,Traverse,2018,86,114045,,,,100233,100233
312,Dundas,Rice,2018,1571,1494664,300421,,,1189250,2376997
313,Dundee,Nobles,2018,65,91957,0,0,0,49582,96674
314,Dunnell,Martin,2018,163,200389,18297,0,0,170103,180012
315,Eagan,Dakota,2018,68347,52105011,14132574,0,50,37410840,65900659
316,Eagle Bend,Todd,2018,519,3726240,104086,0,17734,489817,5434247
317,Eagle Lake,Blue Earth,2018,3137,2121660,311037,0,0,1384905,1961560
318,East Bethel,Anoka,2018,12029,7642648,1059508,,29705,4726781,7566857
319,East Grand Forks,Polk,2018,8875,16864642,2706861,0,255044,10579370,17166770
320,East Gull Lake,Cass,2018,1034,712045,0,0,0,430371,764474
321,Easton,Faribault,2018,189,286549,19194,0,0,175323,234971
322,Echo,Yellow Medicine,2018,258,950763,0,0,0,248070,2753589
323,Eden Prairie,Hennepin,2018,63456,65879259,14822370,0,1131670,48562705,63193751
324,Eden Valley,Meeker,2018,1044,1873087,181486,,,1221107,2310096
325,Edgerton,Pipestone,2018,1122,1060050,67520,0,0,830768,964025
326,Edina,Hennepin,2018,52535,67513677,12252816,0,123454,42839256,70215055
327,Effie,Itasca,2018,131,66572,0,0,0,55976,55976
328,Eitzen,Houston,2018,242,220660,,,,230736,243471
329,Elba,Winona,2018,148,92461,,,,42374,63809
330,Elbow Lake,Grant,2018,1172,2374078,767,0,0,1345777,5914647
331,Elgin,Wabasha,2018,1102,1124302,78297,0,0,859810,1354976
332,Elizabeth,Otter Tail,2018,168,110046,,,,136357,144075
333,Elk River,Sherburne,2018,24891,21666457,5413790,0,534303,17872447,22386211
956,Elko New Market,Scott,2018,4769,3723408,543320,0,0,2319214,3610013
335,Elkton,Mower,2018,141,69258,,,,40406,40406
336,Ellendale,Steele,2018,672,921985,55725,0,0,568595,763703
337,Ellsworth,Nobles,2018,467,426459,7280,5102,0,243745,277543
338,Elmdale,Morrison,2018,106,49101,,,,45488,67688
339,Elmore,Faribault,2018,584,642273,79691,0,0,521303,589187
340,Elrosa,Stearns,2018,216,160486,,,22853,110773,158413
341,Ely,Saint Louis,2018,3410,7883217,912875,0,0,4630465,8930336
342,Elysian,Le Sueur,2018,712,1152580,16100,0,0,623973,2431034
343,Emily,Crow Wing,2018,857,1267929,91182,0,351,849227,1534222
344,Emmons,Freeborn,2018,365,352957,0,0,0,184752,184752
345,Erhard,Otter Tail,2018,146,75680,,,,58604,76342
346,Erskine,Polk,2018,492,411892,,,,340883,372419
347,Evan,Brown,2018,79,47963,1229,,,24337,24337
348,Evansville,Douglas,2018,603,692677,9541,,11578,312228,752987
349,Eveleth,Saint Louis,2018,3609,6597654,1338136,0,0,5022241,6365444
350,Excelsior,Hennepin,2018,2321,2675508,757333,0,0,2131363,3153959
351,Eyota,Olmsted,2018,1973,1648034,137558,0,0,863079,3968750
352,Fairfax,Renville,2018,1152,1732245,275478,0,0,1410811,2945259
353,Fairmont,Martin,2018,10307,13096464,2668570,0,30588,9117952,14027967
354,Falcon Heights,Ramsey,2018,5479,3334196,1048572,0,0,2509557,3399988
355,Faribault,Rice,2018,23884,25197072,4808971,0,720404,18573364,27149979
356,Farmington,Dakota,2018,22880,17242831,4255287,0,37542,12081989,19362241
357,Farwell,Pope,2018,50,40433,,,,47936,47936
358,Federal Dam,Cass,2018,112,112995,0,0,0,55987,60700
359,Felton,Clay,2018,173,85798,0,0,0,68363,91005
360,Fergus Falls,Otter Tail,2018,13747,17369005,3379786,0,223765,14321011,24686690
361,Fertile,Polk,2018,848,928932,472,54817,0,698776,1131739
362,Fifty Lakes,Crow Wing,2018,405,573623,,,,365072,615316
363,Finlayson,Pine,2018,306,251001,0,0,0,241208,285115
364,Fisher,Polk,2018,429,343375,21743,0,3814,242726,325431
365,Flensburg,Morrison,2018,226,171939,,,,98038,105743
366,Floodwood,Saint Louis,2018,518,743860,348569,0,0,660319,737889
367,Florence,Lyon,2018,39,31292,0,0,0,30773,30773
368,Foley,Benton,2018,2732,3587826,333783,0,0,1479467,5293933
369,Forada,Douglas,2018,163,339821,,,,190620,286396
370,Forest Lake,Washington,2018,20598,17610898,3977189,0,0,12440096,17154416
371,Foreston,Mille Lacs,2018,528,342665,0,0,0,281868,339864
372,Fort Ripley,Crow Wing,2018,69,37496,,,,23627,33095
373,Fosston,Polk,2018,1489,2288919,193188,52030,0,1712784,3346191
374,Fountain,Fillmore,2018,417,317518,24186,0,0,204325,245019
375,Foxhome,Wilkin,2018,115,65349,2283,0,0,38190,38190
376,Franklin,Renville,2018,474,569785,55827,0,0,339573,602842
377,Frazee,Becker,2018,1405,1394587,206600,0,0,840753,1240319
378,Freeborn,Freeborn,2018,277,252869,0,0,0,128086,140586
379,Freeport,Stearns,2018,685,889329,0,0,0,409822,772963
380,Fridley,Anoka,2018,28824,30782138,6530273,0,5675597,23436054,58328632
381,Frost,Faribault,2018,186,258176,0,0,0,217926,253533
